company_id,NAME OF COMPANY,company_code,Exchange,Marker
1566,Reliance Power Limited,RPOWER,NSE,EQ
1567,R.P.P. Infra Projects Limited,RPPINFRA,NSE,BE
1568,Rajshree Polypack Limited,RPPL,NSE,EQ
1569,RPSG VENTURES LIMITED,RPSGVENT,NSE,EQ
1570,Rashi Peripherals Limited,RPTECH,NSE,EQ
1571,R R Kabel Limited,RRKABEL,NSE,EQ
1572,R. S. Software (India) Limited,RSSOFTWARE,NSE,BE
1573,RSWM Limited,RSWM,NSE,EQ
1574,R Systems International Limited,RSYSTEMS,NSE,EQ
1575,RattanIndia Enterprises Limited,RTNINDIA,NSE,EQ
1576,RattanIndia Power Limited,RTNPOWER,NSE,EQ
1577,Rubfila International Limited,RUBFILA,NSE,EQ
1578,The Ruby Mills Limited,RUBYMILLS,NSE,EQ
1579,Ruchi Infrastructure Limited,RUCHINFRA,NSE,EQ
1580,Ruchira Papers Limited,RUCHIRA,NSE,EQ
1581,Rupa & Company Limited,RUPA,NSE,EQ
1582,Rushil Decor Limited,RUSHIL,NSE,EQ
1583,Keystone Realtors Limited,RUSTOMJEE,NSE,EQ
1584,Ravinder Heights Limited,RVHL,NSE,BE
1585,Rail Vikas Nigam Limited,RVNL,NSE,EQ
1586,Revathi Equipment India Limited,RVTH,NSE,EQ
1587,S&S Power Switchgears Limited,S&SPOWER,NSE,EQ
1588,Sab Events & Governance Now Media Limited,SABEVENTS,NSE,BE
1589,Sri Adhikari Brothers Television Network Limited,SABTNL,NSE,BE
1590,Sadbhav Engineering Limited,SADBHAV,NSE,BE
1591,Sadbhav Infrastructure Project Limited,SADBHIN,NSE,EQ
1592,Sadhana Nitrochem Limited,SADHNANIQ,NSE,BE
1593,Safari Industries (India) Limited,SAFARI,NSE,EQ
1594,Sagardeep Alloys Limited,SAGARDEEP,NSE,EQ
1595,Sagar Cements Limited,SAGCEM,NSE,EQ
1596,Sagility India Limited,SAGILITY,NSE,EQ
1597,Sah Polymers Limited,SAH,NSE,EQ
1598,Sahyadri Industries Limited,SAHYADRI,NSE,EQ
1599,Steel Authority of India Limited,SAIL,NSE,EQ
1600,Sai Life Sciences Limited,SAILIFE,NSE,EQ
1601,Sakar Healthcare Limited,SAKAR,NSE,EQ
1602,Sakthi Sugars Limited,SAKHTISUG,NSE,EQ
1603,Saksoft Limited,SAKSOFT,NSE,EQ
1604,Sakuma Exports Limited,SAKUMA,NSE,BE
1605,Salasar Techno Engineering Limited,SALASAR,NSE,EQ
1606,Salona Cotspin Limited,SALONA,NSE,EQ
1607,S.A.L. Steel Limited,SALSTEEL,NSE,EQ
1608,Salzer Electronics Limited,SALZERELEC,NSE,EQ
1609,Sambhaav Media Limited,SAMBHAAV,NSE,BE
1610,Samhi Hotels Limited,SAMHI,NSE,EQ
1611,Sammaan Capital Limited,SAMMAANCAP,NSE,EQ
1612,Sampann Utpadan India Limited,SAMPANN,NSE,BE
1613,Sanathan Textiles Limited,SANATHAN,NSE,EQ
1614,Sanco Industries Limited,SANCO,NSE,BZ
1615,The Sandesh Limited,SANDESH,NSE,EQ
1616,Sandhar Technologies Limited,SANDHAR,NSE,EQ
1617,Sandur Manganese & Iron Ores Limited,SANDUMA,NSE,EQ
1618,Sangam (India) Limited,SANGAMIND,NSE,EQ
1619,Sanghi Industries Limited,SANGHIIND,NSE,EQ
1620,Sanghvi Movers Limited,SANGHVIMOV,NSE,EQ
1621,Sanginita Chemicals Limited,SANGINITA,NSE,EQ
1622,Sanofi India Limited,SANOFI,NSE,EQ
1623,Sanofi Consumer Healthcare India Limited,SANOFICONR,NSE,EQ
1624,Sansera Engineering Limited,SANSERA,NSE,EQ
1625,Sanstar Limited,SANSTAR,NSE,EQ
1626,Sanwaria Consumer Limited,SANWARIA,NSE,BZ
1627,Sapphire Foods India Limited,SAPPHIRE,NSE,EQ
1628,Sarda Energy & Minerals Limited,SARDAEN,NSE,EQ
1629,Saregama India Limited,SAREGAMA,NSE,EQ
1630,Sarla Performance Fibers Limited,SARLAPOLY,NSE,BE
1631,Sarveshwar Foods Limited,SARVESHWAR,NSE,EQ
1632,Sasken Technologies Limited,SASKEN,NSE,EQ
1633,Sastasundar Ventures Limited,SASTASUNDR,NSE,EQ
1634,Satia Industries Limited,SATIA,NSE,EQ
1635,Satin Creditcare Network Limited,SATIN,NSE,EQ
1636,Sat Industries Limited,SATINDLTD,NSE,EQ
1637,Saurashtra Cement Limited,SAURASHCEM,NSE,EQ
1638,SBC Exports Limited,SBC,NSE,EQ
1639,Shivalik Bimetal Controls Limited,SBCL,NSE,EQ
1640,SBFC Finance Limited,SBFC,NSE,EQ
1641,Suratwwala Business Group Limited,SBGLP,NSE,BE
1642,SBI Cards and Payment Services Limited,SBICARD,NSE,EQ
1643,SBI Life Insurance Company Limited,SBILIFE,NSE,EQ
1644,State Bank of India,SBIN,NSE,EQ
1645,Schaeffler India Limited,SCHAEFFLER,NSE,EQ
1646,S Chand And Company Limited,SCHAND,NSE,EQ
1647,Schneider Electric Infrastructure Limited,SCHNEIDER,NSE,EQ
1648,Shipping Corporation Of India Limited,SCI,NSE,EQ
1649,Shipping Corporation of India Land and Assets Limited,SCILAL,NSE,EQ
1650,Sheetal Cool Products Limited,SCPL,NSE,EQ
1651,Som Distilleries & Breweries Limited,SDBL,NSE,EQ
1652,Seamec Limited,SEAMECLTD,NSE,EQ
1653,SecMark Consultancy Limited,SECMARK,NSE,EQ
1654,SecUR Credentials Limited,SECURCRED,NSE,BZ
1655,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,NSE,EQ
1656,Sejal Glass Limited,SEJALLTD,NSE,EQ
1657,Selan Exploration Technology Limited,SELAN,NSE,EQ
1658,SEL Manufacturing Company Limited,SELMC,NSE,EQ
1659,SEMAC CONSULTANTS LIMITED,SEMAC,NSE,BE
1660,Senco Gold Limited,SENCO,NSE,EQ
1661,Senores Pharmaceuticals Limited,SENORES,NSE,EQ
1662,SEPC Limited,SEPC,NSE,EQ
1663,Sequent Scientific Limited,SEQUENT,NSE,EQ
1664,Servotech Renewable Power System Limited,SERVOTECH,NSE,EQ
1665,Seshasayee Paper and Boards Limited,SESHAPAPER,NSE,EQ
1666,Setco Automotive Limited,SETCO,NSE,BE
1667,Setubandhan Infrastructure Limited,SETUINFRA,NSE,BZ
1668,Seya Industries Limited,SEYAIND,NSE,BE
1669,Sheela Foam Limited,SFL,NSE,EQ
1670,Synergy Green Industries Limited,SGIL,NSE,BE
1671,STL Global Limited,SGL,NSE,EQ
1672,Standard Glass Lining Technology Limited,SGLTL,NSE,EQ
1673,Shah Metacorp Limited,SHAH,NSE,EQ
1674,Shah Alloys Limited,SHAHALLOYS,NSE,EQ
1675,Shaily Engineering Plastics Limited,SHAILY,NSE,BE
1676,Shakti Pumps (India) Limited,SHAKTIPUMP,NSE,BE
1677,Shalby Limited,SHALBY,NSE,EQ
1678,Shalimar Paints Limited,SHALPAINTS,NSE,EQ
1679,Shankara Building Products Limited,SHANKARA,NSE,EQ
1680,Shanti Overseas (India) Limited,SHANTI,NSE,EQ
1681,Shanthi Gears Limited,SHANTIGEAR,NSE,EQ
1682,Sharda Cropchem Limited,SHARDACROP,NSE,EQ
1683,Sharda Motor Industries Limited,SHARDAMOTR,NSE,EQ
1684,Share India Securities Limited,SHAREINDIA,NSE,EQ
1685,Shekhawati Industries Limited,SHEKHAWATI,NSE,BE
1686,Shemaroo Entertainment Limited,SHEMAROO,NSE,EQ
1687,Shilpa Medicare Limited,SHILPAMED,NSE,EQ
1688,Shivalik Rasayan Limited,SHIVALIK,NSE,EQ
1689,Shivam Autotech Limited,SHIVAMAUTO,NSE,EQ
1690,Shiva Mills Limited,SHIVAMILLS,NSE,EQ
1691,Shiva Texyarn Limited,SHIVATEX,NSE,EQ
1692,S H Kelkar and Company Limited,SHK,NSE,EQ
1693,Shoppers Stop Limited,SHOPERSTOP,NSE,EQ
1694,Shradha Infraprojects Limited,SHRADHA,NSE,BE
1695,Shree Digvijay Cement Co.Ltd,SHREDIGCEM,NSE,EQ
1696,SHREE CEMENT LIMITED,SHREECEM,NSE,EQ
1697,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,NSE,EQ
1698,Shree Rama Multi-Tech Limited,SHREERAMA,NSE,BE
1699,Shrenik Limited,SHRENIK,NSE,EQ
1700,Shreyans Industries Limited,SHREYANIND,NSE,EQ
1701,Shriram Pistons & Rings Limited,SHRIPISTON,NSE,EQ
1702,Shriram Finance Limited,SHRIRAMFIN,NSE,EQ
1703,Shriram Properties Limited,SHRIRAMPPS,NSE,EQ
1704,Shyam Century Ferrous Limited,SHYAMCENT,NSE,BE
1705,Shyam Metalics and Energy Limited,SHYAMMETL,NSE,EQ
1706,Shyam Telecom Limited,SHYAMTEL,NSE,BE
1707,Sical Logistics Limited,SICALLOG,NSE,BE
1708,Siemens Limited,SIEMENS,NSE,EQ
1709,Sigachi Industries Limited,SIGACHI,NSE,EQ
1710,Signet Industries Limited,SIGIND,NSE,EQ
1711,Sigma Solve Limited,SIGMA,NSE,EQ
1712,Signatureglobal (India) Limited,SIGNATURE,NSE,EQ
1713,Signpost India Limited,SIGNPOST,NSE,BE
1714,Sikko Industries Limited,SIKKO,NSE,EQ
1715,Standard Industries Limited,SIL,NSE,EQ
1716,Silgo Retail Limited,SILGO,NSE,EQ
1717,SIL Investments Limited,SILINV,NSE,EQ
1718,Silly Monks Entertainment Limited,SILLYMONKS,NSE,EQ
1719,Silver Touch Technologies Limited,SILVERTUC,NSE,EQ
1720,Simbhaoli Sugars Limited,SIMBHALS,NSE,BE
1721,Simplex Infrastructures Limited,SIMPLEXINF,NSE,EQ
1722,Sinclairs Hotels Limited,SINCLAIR,NSE,EQ
1723,Sindhu Trade Links Limited,SINDHUTRAD,NSE,EQ
1724,Sintercom India Limited,SINTERCOM,NSE,EQ
1725,Sirca Paints India Limited,SIRCA,NSE,EQ
1726,SIS LIMITED,SIS,NSE,EQ
1727,Siti Networks Limited,SITINET,NSE,BZ
1728,Siyaram Silk Mills Limited,SIYSIL,NSE,EQ
1729,S.J.S. Enterprises Limited,SJS,NSE,EQ
1730,SJVN Limited,SJVN,NSE,EQ
1731,SKF India Limited,SKFINDIA,NSE,EQ
1732,SKIL Infrastructure Limited,SKIL,NSE,BZ
1733,Skipper Limited,SKIPPER,NSE,EQ
1734,SKM Egg Products Export (India) Limited,SKMEGGPROD,NSE,EQ
1735,Sky Gold Limited,SKYGOLD,NSE,BE
1736,Smartlink Holdings Limited,SMARTLINK,NSE,EQ
1737,SMC Global Securities Limited,SMCGLOBAL,NSE,EQ
1738,SML Isuzu Limited,SMLISUZU,NSE,EQ
1739,Sarthak Metals Limited,SMLT,NSE,EQ
1740,SMS Lifesciences India Limited,SMSLIFE,NSE,EQ
1741,SMS Pharmaceuticals Limited,SMSPHARMA,NSE,EQ
1742,Snowman Logistics Limited,SNOWMAN,NSE,EQ
1743,Sobha Limited,SOBHA,NSE,EQ
1744,Softtech Engineers Limited,SOFTTECH,NSE,BE
1745,Solara Active Pharma Sciences Limited,SOLARA,NSE,EQ
1746,Solar Industries India Limited,SOLARINDS,NSE,EQ
1747,Somany Ceramics Limited,SOMANYCERA,NSE,EQ
1748,Soma Textiles & Industries Limited,SOMATEX,NSE,EQ
1749,Somi Conveyor Beltings Limited,SOMICONVEY,NSE,EQ
1750,Sona BLW Precision Forgings Limited,SONACOMS,NSE,EQ
1751,SONAM LIMITED,SONAMLTD,NSE,EQ
1752,Sonata Software Limited,SONATSOFTW,NSE,EQ
1753,Savita Oil Technologies Limited,SOTL,NSE,EQ
1754,The South Indian Bank Limited,SOUTHBANK,NSE,EQ
1755,South West Pinnacle Exploration Limited,SOUTHWEST,NSE,EQ
1756,S. P. Apparels Limited,SPAL,NSE,EQ
1757,Spandana Sphoorty Financial Limited,SPANDANA,NSE,EQ
1758,Sun Pharma Advanced Research Company Limited,SPARC,NSE,EQ
1759,Spacenet Enterprises India Limited,SPCENET,NSE,BE
1760,Speciality Restaurants Limited,SPECIALITY,NSE,EQ
1761,Spencer's Retail Limited,SPENCERS,NSE,EQ
1762,Southern Petrochemicals Industries Corporation  Limited,SPIC,NSE,EQ
1763,SPL Industries Limited,SPLIL,NSE,EQ
1764,Supreme Petrochem Limited,SPLPETRO,NSE,EQ
1765,SPML Infra Limited,SPMLINFRA,NSE,BE
1766,Sportking India Limited,SPORTKING,NSE,EQ
1767,Shankar Lal Rampal Dye-Chem Limited,SRD,NSE,EQ
1768,Sreeleathers Limited,SREEL,NSE,EQ
1769,SRF Limited,SRF,NSE,EQ
1770,SRG Housing Finance Limited,SRGHFL,NSE,EQ
1771,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,NSE,EQ
1772,SRM Contractors Limited,SRM,NSE,BE
1773,Shree Ram Proteins Limited,SRPL,NSE,BZ
1774,Saraswati Saree Depot Limited,SSDL,NSE,EQ
1775,Steel Strips Wheels Limited,SSWL,NSE,EQ
1776,Stallion India Fluorochemicals Limited,STALLION,NSE,EQ
1777,Stanley Lifestyles Limited,STANLEY,NSE,EQ
1778,Strides Pharma Science Limited,STAR,NSE,EQ
1779,Star Cement Limited,STARCEMENT,NSE,EQ
1780,Star Health and Allied Insurance Company Limited,STARHEALTH,NSE,EQ
1781,Star Paper Mills Limited,STARPAPER,NSE,EQ
1782,Starteck Finance Limited,STARTECK,NSE,EQ
1783,The State Trading Corporation of India Limited,STCINDIA,NSE,EQ
1784,Steelcast Limited,STEELCAS,NSE,EQ
1785,Steel City Securities Limited,STEELCITY,NSE,EQ
1786,STEEL EXCHANGE INDIA LIMITED,STEELXIND,NSE,EQ
1787,Stel Holdings Limited,STEL,NSE,EQ
1788,Sterling Tools Limited,STERTOOLS,NSE,EQ
1789,Sterlite Technologies Limited,STLTECH,NSE,EQ
1790,Stove Kraft Limited,STOVEKRAFT,NSE,EQ
1791,Stylam Industries Limited,STYLAMIND,NSE,EQ
1792,Baazar Style Retail Limited,STYLEBAAZA,NSE,EQ
1793,Styrenix Performance Materials Limited,STYRENIX,NSE,EQ
1794,Subex Limited,SUBEXLTD,NSE,EQ
1795,Subros Limited,SUBROS,NSE,EQ
1796,Sudarshan Chemical Industries Limited,SUDARSCHEM,NSE,EQ
1797,Sukhjit Starch & Chemicals Limited,SUKHJITS,NSE,EQ
1798,Sula Vineyards Limited,SULA,NSE,EQ
1799,Sumitomo Chemical India Limited,SUMICHEM,NSE,EQ
1800,Sumit Woods Limited,SUMIT,NSE,EQ
1801,Summit Securities Limited,SUMMITSEC,NSE,EQ
1802,Sundaram Clayton Limited,SUNCLAY,NSE,EQ
1803,Sundaram Multi Pap Limited,SUNDARAM,NSE,EQ
1804,Sundaram Finance Limited,SUNDARMFIN,NSE,EQ
1805,Sundaram Finance Holdings Limited,SUNDARMHLD,NSE,EQ
1806,Sundaram Brake Linings Limited,SUNDRMBRAK,NSE,BE
1807,Sundram Fasteners Limited,SUNDRMFAST,NSE,EQ
1808,Sunflag Iron And Steel Company Limited,SUNFLAG,NSE,BE
1809,Sun Pharmaceutical Industries Limited,SUNPHARMA,NSE,EQ
1810,Sunteck Realty Limited,SUNTECK,NSE,EQ
1811,Sun TV Network Limited,SUNTV,NSE,EQ
1812,Superhouse Limited,SUPERHOUSE,NSE,EQ
1813,Super Spinning Mills Limited,SUPERSPIN,NSE,EQ
1814,Suprajit Engineering Limited,SUPRAJIT,NSE,EQ
1815,Supreme Holdings & Hospitality (India) Limited,SUPREME,NSE,EQ
1816,Supreme Engineering Limited,SUPREMEENG,NSE,BE
1817,Supreme Industries Limited,SUPREMEIND,NSE,EQ
1818,Supreme Infrastructure India Limited,SUPREMEINF,NSE,BZ
1819,Supriya Lifescience Limited,SUPRIYA,NSE,EQ
1820,Suraj Estate Developers Limited,SURAJEST,NSE,EQ
1821,Suraj Limited,SURAJLTD,NSE,EQ
1822,Suraksha Diagnostic Limited,SURAKSHA,NSE,EQ
1823,Surana Solar Limited,SURANASOL,NSE,EQ
1824,Surana Telecom and Power Limited,SURANAT&P,NSE,EQ
1825,Suryalakshmi Cotton Mills Limited,SURYALAXMI,NSE,EQ
1826,Surya Roshni Limited,SURYAROSNI,NSE,EQ
1827,Suryoday Small Finance Bank Limited,SURYODAY,NSE,EQ
1828,Sutlej Textiles and Industries Limited,SUTLEJTEX,NSE,EQ
1829,Suumaya Industries Limited,SUULD,NSE,BZ
1830,Suven Life Sciences Limited,SUVEN,NSE,EQ
1831,Suven Pharmaceuticals Limited,SUVENPHAR,NSE,EQ
1832,Suvidhaa Infoserve Limited,SUVIDHAA,NSE,EQ
1833,Suyog Telematics Limited,SUYOG,NSE,EQ
1834,Suzlon Energy Limited,SUZLON,NSE,EQ
1835,Shree Vasu Logistics Limited,SVLL,NSE,EQ
1836,SVP GLOBAL TEXTILES LIMITED,SVPGLOB,NSE,BE
1837,Swan Defence and Heavy Industries Limited,SWANDEF,NSE,BE
1838,Swan Energy Limited,SWANENERGY,NSE,EQ
1839,Swaraj Engines Limited,SWARAJENG,NSE,EQ
1840,Swelect Energy Systems Limited,SWELECTES,NSE,BE
1841,Swiggy Limited,SWIGGY,NSE,EQ
1842,Sterling and Wilson Renewable Energy Limited,SWSOLAR,NSE,EQ
1843,Symphony Limited,SYMPHONY,NSE,EQ
1844,Syncom Formulations (India) Limited,SYNCOMF,NSE,EQ
1845,Syngene International Limited,SYNGENE,NSE,EQ
1846,Syrma SGS Technology Limited,SYRMA,NSE,EQ
1847,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,NSE,EQ
1848,Taj GVK Hotels & Resorts Limited,TAJGVK,NSE,EQ
1849,Take Solutions Limited,TAKE,NSE,BZ
1850,Talbros Automotive Components Limited,TALBROAUTO,NSE,EQ
1851,Tanla Platforms Limited,TANLA,NSE,EQ
1852,Tara Chand InfraLogistic Solutions Limited,TARACHAND,NSE,BE
1853,Tarapur Transformers Limited,TARAPUR,NSE,BE
1854,TARC Limited,TARC,NSE,EQ
1855,Transformers And Rectifiers (India) Limited,TARIL,NSE,EQ
1856,Tarmat Limited,TARMAT,NSE,EQ
1857,Tarsons Products Limited,TARSONS,NSE,EQ
1858,Tasty Bite Eatables Limited,TASTYBITE,NSE,EQ
1859,Tata Chemicals Limited,TATACHEM,NSE,EQ
1860,Tata Communications Limited,TATACOMM,NSE,EQ
1861,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,NSE,EQ
1862,Tata Elxsi Limited,TATAELXSI,NSE,EQ
1863,Tata Investment Corporation Limited,TATAINVEST,NSE,EQ
1864,Tata Motors Limited,TATAMOTORS,NSE,EQ
1865,Tata Power Company Limited,TATAPOWER,NSE,EQ
1866,Tata Steel Limited,TATASTEEL,NSE,EQ
1867,Tata Technologies Limited,TATATECH,NSE,EQ
1868,Tatva Chintan Pharma Chem Limited,TATVA,NSE,EQ
1869,TBO Tek Limited,TBOTEK,NSE,EQ
1870,Tribhovandas Bhimji Zaveri Limited,TBZ,NSE,EQ
1871,Transport Corporation of India Limited,TCI,NSE,EQ
1872,TCI Express Limited,TCIEXP,NSE,EQ
1873,TCI Finance Limited,TCIFINANCE,NSE,BE
1874,TCPL Packaging Limited,TCPLPACK,NSE,EQ
1875,Tata Consultancy Services Limited,TCS,NSE,EQ
1876,TD Power Systems Limited,TDPOWERSYS,NSE,EQ
1877,Teamlease Services Limited,TEAMLEASE,NSE,EQ
1878,Techindia Nirman Limited,TECHIN,NSE,BZ
1879,Tech Mahindra Limited,TECHM,NSE,EQ
1880,Techno Electric & Engineering Company Limited,TECHNOE,NSE,EQ
1881,TECIL Chemicals and Hydro Power Limited,TECILCHEM,NSE,EQ
1882,Tega Industries Limited,TEGA,NSE,EQ
1883,Tejas Networks Limited,TEJASNET,NSE,EQ
1884,Tembo Global Industries Limited,TEMBO,NSE,BE
1885,Tera Software Limited,TERASOFT,NSE,BE
1886,Texmaco Infrastructure & Holdings Limited,TEXINFRA,NSE,EQ
1887,Texmo Pipes and Products Limited,TEXMOPIPES,NSE,EQ
1888,Texmaco Rail & Engineering Limited,TEXRAIL,NSE,EQ
1889,Tourism Finance Corporation of India Limited,TFCILTD,NSE,EQ
1890,Transwarranty Finance Limited,TFL,NSE,BE
1891,TGB Banquets And Hotels Limited,TGBHOTELS,NSE,EQ
1892,Thangamayil Jewellery Limited,THANGAMAYL,NSE,EQ
1893,The Investment Trust Of India Limited,THEINVEST,NSE,EQ
1894,Thejo Engineering Limited,THEJO,NSE,EQ
1895,Themis Medicare Limited,THEMISMED,NSE,EQ
1896,Thermax Limited,THERMAX,NSE,EQ
1897,Thomas Cook  (India)  Limited,THOMASCOOK,NSE,EQ
1898,Thomas Scott (India) Limited,THOMASCOTT,NSE,BE
1899,Thyrocare Technologies Limited,THYROCARE,NSE,EQ
1900,Tilaknagar Industries Limited,TI,NSE,EQ
1901,Twamev Construction and Infrastructure Limited,TICL,NSE,EQ
1902,Technocraft Industries (India) Limited,TIIL,NSE,EQ
1903,Tube Investments of India Limited,TIINDIA,NSE,EQ
1904,Tijaria Polypipes Limited,TIJARIA,NSE,BE
1905,TIL Limited,TIL,NSE,EQ
1906,Times Guaranty Limited,TIMESGTY,NSE,BE
1907,Time Technoplast Limited,TIMETECHNO,NSE,EQ
1908,Timken India Limited,TIMKEN,NSE,EQ
1909,Tips Films Limited,TIPSFILMS,NSE,BE
1910,Tips Music Limited,TIPSMUSIC,NSE,EQ
1911,Thirumalai Chemicals Limited,TIRUMALCHM,NSE,EQ
1912,Tirupati Forge Limited,TIRUPATIFL,NSE,BE
1913,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,NSE,EQ
1914,Titan Company Limited,TITAN,NSE,EQ
1915,Tamilnad Mercantile Bank Limited,TMB,NSE,EQ
1916,Tamilnadu PetroProducts Limited,TNPETRO,NSE,EQ
1917,Tamil Nadu Newsprint & Papers Limited,TNPL,NSE,EQ
1918,Tamilnadu Telecommunication Limited,TNTELE,NSE,BE
1919,Tokyo Plast International Limited,TOKYOPLAST,NSE,EQ
1920,Tolins Tyres Limited,TOLINS,NSE,BE
1921,Torrent Pharmaceuticals Limited,TORNTPHARM,NSE,EQ
1922,Torrent Power Limited,TORNTPOWER,NSE,EQ
1923,Total Transport Systems Limited,TOTAL,NSE,EQ
1924,Touchwood Entertainment Limited,TOUCHWOOD,NSE,BE
1925,Teamo Productions HQ Limited,TPHQ,NSE,BE
1926,TPL Plastech Limited,TPLPLASTEH,NSE,EQ
1927,Tracxn Technologies Limited,TRACXN,NSE,EQ
1928,Transrail Lighting Limited,TRANSRAILL,NSE,EQ
1929,TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,NSE,EQ
1930,Tree House Education & Accessories Limited,TREEHOUSE,NSE,EQ
1931,TREJHARA SOLUTIONS LIMITED,TREJHARA,NSE,EQ
1932,Transindia Real Estate Limited,TREL,NSE,EQ
1933,Trent Limited,TRENT,NSE,EQ
1934,TRF Limited,TRF,NSE,EQ
1935,Trident Limited,TRIDENT,NSE,EQ
1936,Trigyn Technologies Limited,TRIGYN,NSE,EQ
1937,Triveni Turbine Limited,TRITURBINE,NSE,EQ
1938,Triveni Engineering & Industries Limited,TRIVENI,NSE,EQ
1939,TruCap Finance Limited,TRU,NSE,BE
1940,TTK Healthcare Limited,TTKHLTCARE,NSE,EQ
1941,TTK Prestige Limited,TTKPRESTIG,NSE,EQ
1942,T T Limited,TTL,NSE,EQ
1943,Tata Teleservices (Maharashtra) Limited,TTML,NSE,EQ
1944,TVS Electronics Limited,TVSELECT,NSE,EQ
1945,TVS Holdings Limited,TVSHLTD,NSE,EQ
1946,TVS Motor Company Limited,TVSMOTOR,NSE,EQ
1947,TVS Supply Chain Solutions Limited,TVSSCS,NSE,EQ
1948,TVS Srichakra Limited,TVSSRICHAK,NSE,EQ
1949,TV Today Network Limited,TVTODAY,NSE,EQ
1950,TV Vision Limited,TVVISION,NSE,BE
1951,United Breweries Limited,UBL,NSE,EQ
1952,UCAL LIMITED,UCAL,NSE,BE
1953,UCO Bank,UCOBANK,NSE,EQ
1954,Udaipur Cement Works Limited,UDAICEMENT,NSE,EQ
1955,Updater Services Limited,UDS,NSE,EQ
1956,Ujaas Energy Limited,UEL,NSE,BE
1957,UFLEX Limited,UFLEX,NSE,EQ
1958,UFO Moviez India Limited,UFO,NSE,EQ
1959,The Ugar Sugar Works Limited,UGARSUGAR,NSE,EQ
1960,Ugro Capital Limited,UGROCAP,NSE,EQ
1961,Ujjivan Small Finance Bank Limited,UJJIVANSFB,NSE,EQ
1962,UltraTech Cement Limited,ULTRACEMCO,NSE,EQ
1963,Uma Exports Limited,UMAEXPORTS,NSE,EQ
1964,Umang Dairies Limited,UMANGDAIRY,NSE,BE
1965,Usha Martin Education & Solutions Limited,UMESLTD,NSE,EQ
1966,Unichem Laboratories Limited,UNICHEMLAB,NSE,EQ
1967,United Drilling Tools Limited,UNIDT,NSE,EQ
1968,Unicommerce Esolutions Limited,UNIECOM,NSE,EQ
1969,Uniphos Enterprises Limited,UNIENTER,NSE,EQ
1970,Uniinfo Telecom Services Limited,UNIINFO,NSE,BE
1971,Unimech Aerospace and Manufacturing Limited,UNIMECH,NSE,EQ
1972,Union Bank of India,UNIONBANK,NSE,EQ
1973,Uniparts India Limited,UNIPARTS,NSE,EQ
1974,United Spirits Limited,UNITDSPR,NSE,EQ
1975,Unitech Limited,UNITECH,NSE,BZ
1976,United Polyfab Gujarat Limited,UNITEDPOLY,NSE,EQ
1977,The United Nilgiri Tea Estates Company Limited,UNITEDTEA,NSE,EQ
1978,Univa Foods Limited,UNIVAFOODS,NSE,BE
1979,Univastu India Limited,UNIVASTU,NSE,BE
1980,Universal Cables Limited,UNIVCABLES,NSE,EQ
1981,Universus Photo Imagings Limited,UNIVPHOTO,NSE,BE
1982,UNO Minda Limited,UNOMINDA,NSE,EQ
1983,UPL Limited,UPL,NSE,EQ
1984,Uravi Defence and Technology Limited,URAVIDEF,NSE,EQ
1985,Urja Global Limited,URJA,NSE,BE
1986,Usha Martin Limited,USHAMART,NSE,EQ
1987,Udayshivakumar Infra Limited,USK,NSE,EQ
1988,UTI Asset Management Company Limited,UTIAMC,NSE,EQ
1989,Utkarsh Small Finance Bank Limited,UTKARSHBNK,NSE,EQ
1990,Uttam Sugar Mills Limited,UTTAMSUGAR,NSE,EQ
1991,U. Y. Fincorp Limited,UYFINCORP,NSE,EQ
1992,V2 Retail Limited,V2RETAIL,NSE,BE
1993,Vadilal Industries Limited,VADILALIND,NSE,EQ
1994,Vaibhav Global Limited,VAIBHAVGBL,NSE,EQ
1995,Vaishali Pharma Limited,VAISHALI,NSE,EQ
1996,Vakrangee Limited,VAKRANGEE,NSE,EQ
1997,Valiant Laboratories Limited,VALIANTLAB,NSE,EQ
1998,Valiant Organics Limited,VALIANTORG,NSE,EQ
1999,Vardhman Acrylics Limited,VARDHACRLC,NSE,EQ
2000,Vardhman Polytex Limited,VARDMNPOLY,NSE,BE
2001,Varroc Engineering Limited,VARROC,NSE,EQ
2002,Vascon Engineers Limited,VASCONEQ,NSE,EQ
2003,Vaswani Industries Limited,VASWANI,NSE,EQ
2004,Varun Beverages Limited,VBL,NSE,EQ
2005,Vaxtex Cotfab Limited,VCL,NSE,EQ
2006,Vedanta Limited,VEDL,NSE,EQ
2007,Veedol Corporation Limited,VEEDOL,NSE,EQ
2008,Venky's (India) Limited,VENKEYS,NSE,EQ
2009,Ventive Hospitality Limited,VENTIVE,NSE,EQ
2010,Venus Pipes & Tubes Limited,VENUSPIPES,NSE,EQ
2011,Venus Remedies Limited,VENUSREM,NSE,EQ
2012,Veranda Learning Solutions Limited,VERANDA,NSE,EQ
2013,Vertoz Limited,VERTOZ,NSE,BE
